player_name,player_team,position,injury_status,league_team,minutes,free_throws_made,free_throws_attempted,free_throw_percentage,three_pointer,rebounds,assists,steals,blocks,points
Otto Porter Jr.,Wsh,SF,"",FERA,--,--,--,--,--,--,--,--,--,--
Alex Len,Pho,C,"","",--,--,--,--,--,--,--,--,--,--
Michael Carter-Williams,Cha,PG,"","",--,--,--,--,--,--,--,--,--,--
Shane Larkin,Bos,PG,"","",--,--,--,--,--,--,--,--,--,--
Sergey Karasev,Bkn,SG,"","",--,--,--,--,--,--,--,--,--,--
Joffrey Lauvergne,SA,PF,"","",--,--,--,--,--,--,--,--,--,--
Raul Neto,Utah,PG,DTD,"",--,--,--,--,--,--,--,--,--,--
Grant Jerrett,Por,PF,"","",--,--,--,--,--,--,--,--,--,--
Steven Adams,OKC,C,"",SANF,--,--,--,--,--,--,--,--,--,--
Nerlens Noel,Dal,C,DTD,"",--,--,--,--,--,--,--,--,--,--
Archie Goodwin,Por,SG,"","",--,--,--,--,--,--,--,--,--,--
Anthony Bennett,Pho,PF,"","",--,--,--,--,--,--,--,--,--,--
Shabazz Muhammad,Min,SF,"","",--,--,--,--,--,--,--,--,--,--
Alex Abrines,OKC,SG,"","",--,--,--,--,--,--,--,--,--,--
Rudy Gobert*,Utah,C,O,WEIS,--,--,--,--,--,--,--,--,--,--
Giannis Antetokounmpo,Mil,SF,"",STIP,--,--,--,--,--,--,--,--,--,--
Dennis Schroder,Atl,PG,"",AUST,--,--,--,--,--,--,--,--,--,--
Lucas Nogueira,Tor,C,"","",--,--,--,--,--,--,--,--,--,--
Phil Pressey,GS,PG,"","",--,--,--,--,--,--,--,--,--,--
Ian Clark,Nor,SG,"","",--,--,--,--,--,--,--,--,--,--
Arinze Onuaku,Orl,PF,"","",--,--,--,--,--,--,--,--,--,--
Seth Curry*,Dal,SG,O,"",--,--,--,--,--,--,--,--,--,--
Eric Griffin,Utah,SF,"","",--,--,--,--,--,--,--,--,--,--
Larry Drew II,Mia,SG,"","",--,--,--,--,--,--,--,--,--,--
Dewayne Dedmon,Atl,C,"",AUST,--,--,--,--,--,--,--,--,--,--
Patrick Christopher,Utah,SG,"","",--,--,--,--,--,--,--,--,--,--
Kalin Lucas,Orl,SG,"","",--,--,--,--,--,--,--,--,--,--
Dee Bost,FA,PG,"","",--,--,--,--,--,--,--,--,--,--
Rodney McGruder*,Mia,SG,O,"",--,--,--,--,--,--,--,--,--,--
Vander Blue,LAL,SG,"","",--,--,--,--,--,--,--,--,--,--
Troy Daniels,Pho,SG,"","",--,--,--,--,--,--,--,--,--,--
Matthew Dellavedova*,Mil,SG,O,"",--,--,--,--,--,--,--,--,--,--
JaMychal Green,Mem,PF,"","",--,--,--,--,--,--,--,--,--,--
Jorge Gutierrez,Bkn,PG,"","",--,--,--,--,--,--,--,--,--,--
Lamar Patterson,Atl,SG,"","",--,--,--,--,--,--,--,--,--,--
Cory Jefferson,Cle,PF,"","",--,--,--,--,--,--,--,--,--,--
CJ Wilcox*,Por,SG,O,"",--,--,--,--,--,--,--,--,--,--
Devyn Marble,LAC,SG,"","",--,--,--,--,--,--,--,--,--,--
Cameron Bairstow,Det,PF,"","",--,--,--,--,--,--,--,--,--,--
Jordan Clarkson,LAL,PG,"",FERA,--,--,--,--,--,--,--,--,--,--
Alec Brown,FA,C,"","",--,--,--,--,--,--,--,--,--,--
Doug McDermott,NY,SF,"","",--,--,--,--,--,--,--,--,--,--
Joe Harris,Bkn,SG,"",BOYD,--,--,--,--,--,--,--,--,--,--
Markel Brown,OKC,SG,"","",--,--,--,--,--,--,--,--,--,--
Shabazz Napier,Por,SG,"","",--,--,--,--,--,--,--,--,--,--
Russ Smith,Mem,PG,"","",--,--,--,--,--,--,--,--,--,--
Adreian Payne*,Orl,PF,O,"",--,--,--,--,--,--,--,--,--,--
Josh Huestis,OKC,SF,"","",--,--,--,--,--,--,--,--,--,--
Sim Bhullar,Sac,C,"","",--,--,--,--,--,--,--,--,--,--
Jack Cooley,Sac,SF,"","",--,--,--,--,--,--,--,--,--,--
Tarik Black,Hou,PF,"","",--,--,--,--,--,--,--,--,--,--
Mitchell Watt,FA,PF,"","",--,--,--,--,--,--,--,--,--,--
Aaron Craft,FA,SG,"","",--,--,--,--,--,--,--,--,--,--
James Michael McAdoo,Phi,PF,"","",--,--,--,--,--,--,--,--,--,--
Travis Wear,LAL,PF,"","",--,--,--,--,--,--,--,--,--,--
Langston Galloway,Det,SG,"","",--,--,--,--,--,--,--,--,--,--
Khem Birch,Orl,PF,"","",--,--,--,--,--,--,--,--,--,--
Andre Dawkins,Bos,SG,"","",--,--,--,--,--,--,--,--,--,--
Keith Appling,Orl,PG,"","",--,--,--,--,--,--,--,--,--,--
Jabari Brown,Mil,SG,"","",--,--,--,--,--,--,--,--,--,--
Joe Ingles,Utah,PF,"",JLEE,--,--,--,--,--,--,--,--,--,--
Jamil Wilson,LAC,PF,"","",--,--,--,--,--,--,--,--,--,--
John Holland,Cle,SG,"","",--,--,--,--,--,--,--,--,--,--
David Wear,Sac,PF,"","",--,--,--,--,--,--,--,--,--,--
Tim Frazier,Wsh,SG,"","",--,--,--,--,--,--,--,--,--,--
David Stockton,Sac,PG,"","",--,--,--,--,--,--,--,--,--,--
Jarell Eddie,Chi,SG,"","",--,--,--,--,--,--,--,--,--,--
Zoran Dragic,Bos,SG,"","",--,--,--,--,--,--,--,--,--,--
JaKarr Sampson,Sac,PF,"","",--,--,--,--,--,--,--,--,--,--
Jerrelle Benimon,Utah,PF,"","",--,--,--,--,--,--,--,--,--,--
Drew Gordon,Phi,PF,"","",--,--,--,--,--,--,--,--,--,--
Sean Kilpatrick,Bkn,SG,"","",--,--,--,--,--,--,--,--,--,--
Joe Young,Ind,PG,"","",--,--,--,--,--,--,--,--,--,--
Jerian Grant,Chi,PG,"","",--,--,--,--,--,--,--,--,--,--
Anthony Brown,Min,SF,"","",--,--,--,--,--,--,--,--,--,--
Pat Connaughton,Por,SG,"","",--,--,--,--,--,--,--,--,--,--
Darrun Hilliard,SA,SF,"","",--,--,--,--,--,--,--,--,--,--
Tyler Harvey,Orl,SG,"","",--,--,--,--,--,--,--,--,--,--
Frank Kaminsky,Cha,C,"","",--,--,--,--,--,--,--,--,--,--
Marcus Thornton,Bos,SG,"","",--,--,--,--,--,--,--,--,--,--
Larry Nance Jr.*,LAL,PF,O,"",--,--,--,--,--,--,--,--,--,--
Josh Richardson,Mia,SG,"","",--,--,--,--,--,--,--,--,--,--
Aaron White,Wsh,SF,"","",--,--,--,--,--,--,--,--,--,--
Branden Dawson,Orl,SF,"","",--,--,--,--,--,--,--,--,--,--
Norman Powell,Tor,SG,"","",--,--,--,--,--,--,--,--,--,--
Rakeem Christmas,Ind,PF,"","",--,--,--,--,--,--,--,--,--,--
Cady Lalanne,SA,C,"","",--,--,--,--,--,--,--,--,--,--
Sir'Dominic Pointer,Cle,SG,"","",--,--,--,--,--,--,--,--,--,--
Olivier Hanlan,SA,PG,"","",--,--,--,--,--,--,--,--,--,--
J.P. Tokoto,NY,SG,"","",--,--,--,--,--,--,--,--,--,--
Justin Anderson*,Phi,SG,O,"",--,--,--,--,--,--,--,--,--,--
R.J. Hunter,Bos,SG,"","",--,--,--,--,--,--,--,--,--,--
Montrezl Harrell,LAC,PF,"","",--,--,--,--,--,--,--,--,--,--
Sam Dekker,LAC,SF,"","",--,--,--,--,--,--,--,--,--,--
Willie Cauley-Stein,Sac,C,"","",--,--,--,--,--,--,--,--,--,--
Richaun Holmes,Phi,PF,"","",--,--,--,--,--,--,--,--,--,--
Mario Hezonja,Orl,SF,"","",--,--,--,--,--,--,--,--,--,--
Willy Hernangomez,NY,C,"","",--,--,--,--,--,--,--,--,--,--
Daniel Diez,Por,SG,"","",--,--,--,--,--,--,--,--,--,--
Cameron Payne*,Chi,PG,O,"",--,--,--,--,--,--,--,--,--,--
Rondae Hollis-Jefferson,Bkn,SF,DTD,JCOH,--,--,--,--,--,--,--,--,--,--
Delon Wright*,Tor,PG,O,"",--,--,--,--,--,--,--,--,--,--
Bobby Portis,Chi,PF,"","",--,--,--,--,--,--,--,--,--,--
Andrew Harrison,Mem,PG,"","",--,--,--,--,--,--,--,--,--,--
Dakari Johnson,OKC,C,"","",--,--,--,--,--,--,--,--,--,--
Jarell Martin,Mem,PF,"","",--,--,--,--,--,--,--,--,--,--
Jordan Mickey,Mia,PF,"","",--,--,--,--,--,--,--,--,--,--
Terry Rozier,Bos,PG,"","",--,--,--,--,--,--,--,--,--,--
Kristaps Porzingis,NY,PF,DTD,BCOH,--,--,--,--,--,--,--,--,--,--
Kelly Oubre Jr.,Wsh,SF,"","",--,--,--,--,--,--,--,--,--,--
Myles Turner,Ind,PF,"",FERA,--,--,--,--,--,--,--,--,--,--
Stanley Johnson,Det,SF,"","",--,--,--,--,--,--,--,--,--,--
Tyus Jones,Min,PG,"","",--,--,--,--,--,--,--,--,--,--
Justise Winslow,Mia,SG,"","",--,--,--,--,--,--,--,--,--,--
Jahlil Okafor,Phi,C,"","",--,--,--,--,--,--,--,--,--,--
Devin Booker,Pho,SG,DTD,BOYD,--,--,--,--,--,--,--,--,--,--
Karl-Anthony Towns,Min,C,"",AUST,--,--,--,--,--,--,--,--,--,--
Trey Lyles,Den,PF,"","",--,--,--,--,--,--,--,--,--,--
D'Angelo Russell*,Bkn,PG,O,SANF,--,--,--,--,--,--,--,--,--,--
Rashad Vaughn,Mil,SG,"","",--,--,--,--,--,--,--,--,--,--
Chris McCullough,Wsh,PF,"","",--,--,--,--,--,--,--,--,--,--
Kevon Looney,GS,SF,"","",--,--,--,--,--,--,--,--,--,--
Emmanuel Mudiay,Den,PG,"","",--,--,--,--,--,--,--,--,--,--
Nikola Milutinov,SA,C,"","",--,--,--,--,--,--,--,--,--,--
Arturas Gudaitis,Phi,C,"","",--,--,--,--,--,--,--,--,--,--
Cedi Osman,Cle,SF,"","",--,--,--,--,--,--,--,--,--,--
Juan Vaulet,Bkn,SF,"","",--,--,--,--,--,--,--,--,--,--
Luka Mitrovic,Phi,SF,"","",--,--,--,--,--,--,--,--,--,--
Dimitrios Agravanis,Atl,PF,"","",--,--,--,--,--,--,--,--,--,--
Nikola Radicevic,Den,PG,"","",--,--,--,--,--,--,--,--,--,--
Satnam Singh Bhamara,Dal,C,"","",--,--,--,--,--,--,--,--,--,--
Marcus Eriksson,Atl,SG,"","",--,--,--,--,--,--,--,--,--,--
Cristiano Felicio,Chi,PF,"","",--,--,--,--,--,--,--,--,--,--
Luis Montero,Det,SG,"","",--,--,--,--,--,--,--,--,--,--
Aaron Harrison,Cha,SG,"","",--,--,--,--,--,--,--,--,--,--
Boban Marjanovic,Det,C,"","",--,--,--,--,--,--,--,--,--,--
Jonathon Simmons,Orl,SG,"","",--,--,--,--,--,--,--,--,--,--
Duje Dukan,Sac,PF,"","",--,--,--,--,--,--,--,--,--,--
Maurice Ndour,NY,SF,"","",--,--,--,--,--,--,--,--,--,--
Cliff Alexander,Nor,PF,"","",--,--,--,--,--,--,--,--,--,--
Salah Mejri,Dal,C,"","",--,--,--,--,--,--,--,--,--,--
Treveon Graham,Cha,SG,"","",--,--,--,--,--,--,--,--,--,--
J.J. O'Brien,Mil,SF,"","",--,--,--,--,--,--,--,--,--,--
Marcelo Huertas,Hou,PG,"","",--,--,--,--,--,--,--,--,--,--
Coty Clarke,Bos,PF,"","",--,--,--,--,--,--,--,--,--,--
T.J. McConnell,Phi,PG,"",FERA,--,--,--,--,--,--,--,--,--,--
Christian Wood,Cha,PF,"","",--,--,--,--,--,--,--,--,--,--
Quinn Cook,GS,SG,"","",--,--,--,--,--,--,--,--,--,--
Axel Toupane,Nor,SG,"","",--,--,--,--,--,--,--,--,--,--
Alex Stepheson,Mem,PF,"","",--,--,--,--,--,--,--,--,--,--
Briante Weber,Hou,PG,"","",--,--,--,--,--,--,--,--,--,--
Michael Cobbins,OKC,PF,"","",--,--,--,--,--,--,--,--,--,--
Julian Washburn,SA,PF,"","",--,--,--,--,--,--,--,--,--,--
Eric Atkins,Utah,PG,"","",--,--,--,--,--,--,--,--,--,--
Alan Williams*,Pho,C,O,"",--,--,--,--,--,--,--,--,--,--
Xavier Munford,Mil,SG,"","",--,--,--,--,--,--,--,--,--,--
Michael Gbinije,GS,SG,"","",--,--,--,--,--,--,--,--,--,--
Malcolm Brogdon,Mil,SG,"","",--,--,--,--,--,--,--,--,--,--
Abdel Nader,Bos,PF,"","",--,--,--,--,--,--,--,--,--,--
Jake Layman,Por,PF,"","",--,--,--,--,--,--,--,--,--,--
Marcus Paige,Cha,SG,"","",--,--,--,--,--,--,--,--,--,--
Brice Johnson,LAC,PF,"","",--,--,--,--,--,--,--,--,--,--
Joel Bolomboy,Mil,PF,"","",--,--,--,--,--,--,--,--,--,--
Taurean Prince,Atl,SF,"",JLEE,--,--,--,--,--,--,--,--,--,--
Georges Niang,GS,PF,"","",--,--,--,--,--,--,--,--,--,--
Isaiah Cousins,Sac,SG,"","",--,--,--,--,--,--,--,--,--,--
Buddy Hield,Sac,SG,"",AUST,--,--,--,--,--,--,--,--,--,--
Caris LeVert,Bkn,PF,"",BCOH,--,--,--,--,--,--,--,--,--,--
Kris Dunn,Chi,PG,"",JCOH,--,--,--,--,--,--,--,--,--,--
AJ Hammons,Mia,C,"","",--,--,--,--,--,--,--,--,--,--
Denzel Valentine,Chi,SG,"",STIP,--,--,--,--,--,--,--,--,--,--
Tyrone Wallace,LAC,SG,"","",--,--,--,--,--,--,--,--,--,--
Demetrius Jackson,Hou,SG,"","",--,--,--,--,--,--,--,--,--,--
DeAndre' Bembry,Atl,PF,"","",--,--,--,--,--,--,--,--,--,--
Kay Felder,Chi,PG,"","",--,--,--,--,--,--,--,--,--,--
Damian Jones,GS,PF,"","",--,--,--,--,--,--,--,--,--,--
Jakob Poeltl,Tor,PF,"","",--,--,--,--,--,--,--,--,--,--
Tyler Ulis,Pho,SG,"","",--,--,--,--,--,--,--,--,--,--
Ben Bentil,Dal,PF,"","",--,--,--,--,--,--,--,--,--,--
Isaiah Whitehead,Bkn,SG,"","",--,--,--,--,--,--,--,--,--,--
Wade Baldwin IV*,Por,PG,O,"",--,--,--,--,--,--,--,--,--,--
Patrick McCaw,GS,SG,"","",--,--,--,--,--,--,--,--,--,--
Daniel Hamilton,OKC,SG,"","",--,--,--,--,--,--,--,--,--,--
Chinanu Onuaku,Hou,PF,"","",--,--,--,--,--,--,--,--,--,--
Pascal Siakam,Tor,PF,"","",--,--,--,--,--,--,--,--,--,--
Domantas Sabonis,Ind,PF,"",WEIS,--,--,--,--,--,--,--,--,--,--
Zhou Qi,Hou,PF,DTD,"",--,--,--,--,--,--,--,--,--,--
Timothe Luwawu-Cabarrot,Phi,SG,"","",--,--,--,--,--,--,--,--,--,--
Paul Zipser,Chi,SG,"","",--,--,--,--,--,--,--,--,--,--
Rade Zagorac,Mem,SG,"","",--,--,--,--,--,--,--,--,--,--
Petr Cornelie,Den,PF,"","",--,--,--,--,--,--,--,--,--,--
Henry Ellenson,Det,PF,"","",--,--,--,--,--,--,--,--,--,--
Ben Simmons,Phi,PF,"",BOYD,--,--,--,--,--,--,--,--,--,--
Marquese Chriss,Pho,PF,"","",--,--,--,--,--,--,--,--,--,--
Dejounte Murray,SA,SG,"","",--,--,--,--,--,--,--,--,--,--
Malik Beasley,Den,SG,"","",--,--,--,--,--,--,--,--,--,--
Brandon Ingram,LAL,PF,"",BOYD,--,--,--,--,--,--,--,--,--,--
Jaylen Brown,Bos,PF,DTD,JCOH,--,--,--,--,--,--,--,--,--,--
Cheick Diallo,Nor,PF,"","",--,--,--,--,--,--,--,--,--,--
Diamond Stone,Chi,C,"","",--,--,--,--,--,--,--,--,--,--
Furkan Korkmaz,Phi,SG,"","",--,--,--,--,--,--,--,--,--,--
Malachi Richardson,Sac,SG,"","",--,--,--,--,--,--,--,--,--,--
Stephen Zimmerman,LAL,C,"","",--,--,--,--,--,--,--,--,--,--
Skal Labissiere,Sac,PF,"","",--,--,--,--,--,--,--,--,--,--
Jamal Murray,Den,SG,"",SANF,--,--,--,--,--,--,--,--,--,--
Deyonta Davis,Mem,PF,"","",--,--,--,--,--,--,--,--,--,--
Dragan Bender,Pho,PF,"","",--,--,--,--,--,--,--,--,--,--
Ivica Zubac,LAL,C,"","",--,--,--,--,--,--,--,--,--,--
Ante Zizic,Cle,PF,"","",--,--,--,--,--,--,--,--,--,--
Juan Hernangomez,Den,PF,"","",--,--,--,--,--,--,--,--,--,--
Thon Maker,Mil,PF,"","",--,--,--,--,--,--,--,--,--,--
Guerschon Yabusele,Bos,PF,"","",--,--,--,--,--,--,--,--,--,--
Isaia Cordinier,Atl,SG,"","",--,--,--,--,--,--,--,--,--,--
Georgios Papagiannis,Sac,C,"","",--,--,--,--,--,--,--,--,--,--
Wang Zhelin,Mem,C,"","",--,--,--,--,--,--,--,--,--,--
David Michineau,LAC,SG,"","",--,--,--,--,--,--,--,--,--,--
Marshall Plumlee,LAC,C,"","",--,--,--,--,--,--,--,--,--,--
Dorian Finney-Smith*,Dal,PF,O,"",--,--,--,--,--,--,--,--,--,--
Mindaugas Kuzminskas,NY,PF,"","",--,--,--,--,--,--,--,--,--,--
Ryan Arcidiacono,Chi,SG,"","",--,--,--,--,--,--,--,--,--,--
Bryn Forbes,SA,SG,"","",--,--,--,--,--,--,--,--,--,--
Jonathan Gibson,Dal,SG,"","",--,--,--,--,--,--,--,--,--,--
Malcolm Delaney,Atl,SG,"","",--,--,--,--,--,--,--,--,--,--
Okaro White*,Mia,PF,O,"",--,--,--,--,--,--,--,--,--,--
Nicolas Brussino,Atl,SG,"","",--,--,--,--,--,--,--,--,--,--
Brandon Paul,SA,SG,"","",--,--,--,--,--,--,--,--,--,--
Mike Tobey,Cha,C,"","",--,--,--,--,--,--,--,--,--,--
Matt Costello,SA,SF,"","",--,--,--,--,--,--,--,--,--,--
Ron Baker,NY,SG,"","",--,--,--,--,--,--,--,--,--,--
Shawn Long,Hou,PF,"","",--,--,--,--,--,--,--,--,--,--
Daniel Ochefu,Wsh,PF,"","",--,--,--,--,--,--,--,--,--,--
Chasson Randle,NY,SG,"","",--,--,--,--,--,--,--,--,--,--
Wayne Selden*,Mem,SG,O,"",--,--,--,--,--,--,--,--,--,--
Troy Williams,Hou,SF,"","",--,--,--,--,--,--,--,--,--,--
Alex Poythress,Ind,PF,"","",--,--,--,--,--,--,--,--,--,--
Jalen Jones,Nor,SF,"","",--,--,--,--,--,--,--,--,--,--
C.J. Williams,LAC,SG,"","",--,--,--,--,--,--,--,--,--,--
Alex Caruso,LAL,SG,"","",--,--,--,--,--,--,--,--,--,--
Isaiah Taylor,Atl,PG,DTD,"",--,--,--,--,--,--,--,--,--,--
Gary Payton II,Mil,PG,"","",--,--,--,--,--,--,--,--,--,--
Derrick Jones Jr.,Pho,PF,"","",--,--,--,--,--,--,--,--,--,--
Nicolas Laprovittola,SA,SG,"","",--,--,--,--,--,--,--,--,--,--
Jarrod Uthoff,Ind,PF,"","",--,--,--,--,--,--,--,--,--,--
Fred VanVleet,Tor,PG,"","",--,--,--,--,--,--,--,--,--,--
Kyle Wiltjer,Tor,PF,"","",--,--,--,--,--,--,--,--,--,--
Sheldon Mac,Wsh,SG,"","",--,--,--,--,--,--,--,--,--,--
Yogi Ferrell,Dal,SG,"","",--,--,--,--,--,--,--,--,--,--
Danuel House Jr.,Hou,SG,"","",--,--,--,--,--,--,--,--,--,--
Josh Magette,Atl,PG,"","",--,--,--,--,--,--,--,--,--,--
Tim Quarterman,Hou,SG,"","",--,--,--,--,--,--,--,--,--,--
Marcus Anthony Georges-Hunt,Min,SG,"","",--,--,--,--,--,--,--,--,--,--
David U. Nwaba*,Chi,SG,O,"",--,--,--,--,--,--,--,--,--,--
Jaron Blossomgame,SA,SF,"","",--,--,--,--,--,--,--,--,--,--
Damyean Dotson,NY,SG,"","",--,--,--,--,--,--,--,--,--,--
Semi Ojeleye,Bos,PF,"","",--,--,--,--,--,--,--,--,--,--
Sterling Brown,Mil,SG,"","",--,--,--,--,--,--,--,--,--,--
Monte Morris,Den,PG,"","",--,--,--,--,--,--,--,--,--,--
Frank Mason III,Sac,PG,"","",--,--,--,--,--,--,--,--,--,--
Josh Hart,LAL,SG,"","",--,--,--,--,--,--,--,--,--,--
Alec Peters,Pho,PF,"","",--,--,--,--,--,--,--,--,--,--
Jabari Bird,Bos,SG,"","",--,--,--,--,--,--,--,--,--,--
Jordan Bell,GS,PF,"","",--,--,--,--,--,--,--,--,--,--
Nigel Williams-Goss,Utah,PG,"","",--,--,--,--,--,--,--,--,--,--
Sindarius Thornwell,LAC,SG,"","",--,--,--,--,--,--,--,--,--,--
Wesley Iwundu,Orl,SG,"","",--,--,--,--,--,--,--,--,--,--
Derrick White*,SA,PG,O,"",--,--,--,--,--,--,--,--,--,--
Kadeem Allen,Bos,SG,"","",--,--,--,--,--,--,--,--,--,--
Kyle Kuzma,LAL,PF,"",LEED,--,--,--,--,--,--,--,--,--,--
Edmond Sumner*,Ind,PG,O,"",--,--,--,--,--,--,--,--,--,--
D.J. Wilson,Mil,PF,"","",--,--,--,--,--,--,--,--,--,--
Justin Jackson,Sac,SF,"","",--,--,--,--,--,--,--,--,--,--
Dillon Brooks,Mem,SF,"","",--,--,--,--,--,--,--,--,--,--
Jonah Bolden,Phi,PF,"","",--,--,--,--,--,--,--,--,--,--
Aleksandar Vezenkov,Bkn,PF,"","",--,--,--,--,--,--,--,--,--,--
Alpha Kaba,Atl,PF,"","",--,--,--,--,--,--,--,--,--,--
Anzejs Pasecniks,Phi,C,"","",--,--,--,--,--,--,--,--,--,--
Caleb Swanigan,Por,PF,"","",--,--,--,--,--,--,--,--,--,--
Dwayne Bacon,Cha,SG,"","",--,--,--,--,--,--,--,--,--,--
Donovan Mitchell,Utah,SG,"",LEED,--,--,--,--,--,--,--,--,--,--
John Collins,Atl,PF,"",LEED,--,--,--,--,--,--,--,--,--,--
Justin Patton*,Min,C,O,"",--,--,--,--,--,--,--,--,--,--
Jawun Evans,LAC,PG,"","",--,--,--,--,--,--,--,--,--,--
Luke Kennard,Det,SG,"","",--,--,--,--,--,--,--,--,--,--
Tyler Dorsey,Atl,SG,"","",--,--,--,--,--,--,--,--,--,--
Ivan Rabb,Mem,PF,"","",--,--,--,--,--,--,--,--,--,--
Tyler Lydon,Den,PF,"","",--,--,--,--,--,--,--,--,--,--
OG Anunoby,Tor,SF,"","",--,--,--,--,--,--,--,--,--,--
Thomas Bryant,LAL,C,"","",--,--,--,--,--,--,--,--,--,--
Mathias Lessort,Phi,PF,"","",--,--,--,--,--,--,--,--,--,--
Ognjen Jaramaz,NY,PG,"","",--,--,--,--,--,--,--,--,--,--
Jayson Tatum,Bos,SF,"",STIP,--,--,--,--,--,--,--,--,--,--
Harry Giles*,Sac,PF,O,"",--,--,--,--,--,--,--,--,--,--
Frank Jackson*,Nor,PG,O,"",--,--,--,--,--,--,--,--,--,--
Jonathan Isaac*,Orl,SF,O,"",--,--,--,--,--,--,--,--,--,--
Tony Bradley,Utah,C,"","",--,--,--,--,--,--,--,--,--,--
Dennis Smith Jr.,Dal,PG,"",BCOH,--,--,--,--,--,--,--,--,--,--
De'Aaron Fox,Sac,PG,"","",--,--,--,--,--,--,--,--,--,--
Bam Adebayo,Mia,PF,"","",--,--,--,--,--,--,--,--,--,--
Malik Monk,Cha,SG,"","",--,--,--,--,--,--,--,--,--,--
Josh Jackson,Pho,SF,"","",--,--,--,--,--,--,--,--,--,--
Jarrett Allen,Bkn,C,"","",--,--,--,--,--,--,--,--,--,--
Lauri Markkanen,Chi,PF,"",BCOH,--,--,--,--,--,--,--,--,--,--
Lonzo Ball,LAL,PG,"",BCOH,--,--,--,--,--,--,--,--,--,--
Ike Anigbogu,Ind,C,"","",--,--,--,--,--,--,--,--,--,--
T.J. Leaf,Ind,PF,"","",--,--,--,--,--,--,--,--,--,--
Markelle Fultz*,Phi,PG,O,STIP,--,--,--,--,--,--,--,--,--,--
Zach Collins,Por,C,"","",--,--,--,--,--,--,--,--,--,--
Isaiah Hartenstein,Hou,PF,"","",--,--,--,--,--,--,--,--,--,--
Terrance Ferguson,OKC,SG,"","",--,--,--,--,--,--,--,--,--,--
Frank Ntilikina,NY,SG,"","",--,--,--,--,--,--,--,--,--,--
Vlatko Cancar,Den,SF,"","",--,--,--,--,--,--,--,--,--,--
Daniel Theis,Bos,C,"","",--,--,--,--,--,--,--,--,--,--
Milos Teodosic*,LAC,SG,O,"",--,--,--,--,--,--,--,--,--,--
Maximilian Kleber,Dal,PF,"","",--,--,--,--,--,--,--,--,--,--
Antonio Blakeney,Chi,SG,"","",--,--,--,--,--,--,--,--,--,--
Royce O'Neale,Utah,PF,"","",--,--,--,--,--,--,--,--,--,--
Derrick Walton Jr.,Mia,SG,"","",--,--,--,--,--,--,--,--,--,--
Mike James,Pho,PG,"","",--,--,--,--,--,--,--,--,--,--
Charles Cooke,Nor,SG,"","",--,--,--,--,--,--,--,--,--,--
Mangok Mathiang,Cha,PF,"","",--,--,--,--,--,--,--,--,--,--
Gian Clavell,Dal,SG,"","",--,--,--,--,--,--,--,--,--,--
Jacob Wiley,Bkn,SF,"","",--,--,--,--,--,--,--,--,--,--
Antonius Cleveland,Dal,SG,"","",--,--,--,--,--,--,--,--,--,--
Tyler Cavanaugh,Atl,PF,"","",--,--,--,--,--,--,--,--,--,--
Jacob Pullen,Phi,SG,"","",--,--,--,--,--,--,--,--,--,--
Alfonzo McKinnie,Tor,PF,"","",--,--,--,--,--,--,--,--,--,--
